,cleaned,class
19507, @USER cannot turn a hoe into a husband either,0
19508, @USER duh bitch,0
19509, @USER @USER screaming like a little bitch laughing my ass offoo,0
19510, @USER trying so hard to resist the urge to smack a bitch HTTPURL,0
19511, @USER love birds,1
19512, @USER i wake up in the middle of the night and chug the orange juice straight from the bottle sorry mom,1
19513, @USER dese hoes be ugly af talking bout if i wanted yo boyfriend i could have him bitch you look like a boyfriend ,0
19514, @USER you do not like me but ya bitch do,0
19515, @USER more queer lady templars that is my point,0
19516, @USER call it insecure if you want but fuck no my man does not need to be friendly or have bitches as friends these hoes ain,0
19517, @USER where these bitches at HTTPURL,0
19518, @USER this vine still funny as shit to me how many niggers are in my store HTTPURL,0
19519, @USER and if you looking for my ill be on these bitches mind,0
19520, @USER it are not nothing to cut that bitch off ,0
19521, @USER somebody call an ambulance because these bitches dieing for attention,0
19522, @USER about to rock this bitch with @USER with our beautiful angelic voices gaffeoke,0
19523, @USER eugene come watch me run circles round the rap game like my name was chip kelly in this bitch HTTPURL h,0
19524, @USER dese hoes be actin up,0
19525, @USER from my experience these bitches are not shit my pass all bad on nem,0
19526, @USER how you wife dat bitch many niggas fucked from my clique many niggas actin so rich all dese boppin hoes on my dick maserati,0
19527, @USER i do not fuck with bitch niggas i only fuck niggas bitches,0
19528, @USER i hate a bitch that think they crazy ,0
19529, @USER i hate wen hoes lie and say i fucked them signedtothestreets,0
19530, @USER i need a loyal bitch not no goofy bitch,0
19531, @USER i am fixing to up my bag so i am cutting you weak hoes off,0
19532, @USER i am about to pull up eat the pussy and dip,0
19533, @USER never have kids by a fan bitch if so cop signedtothestreets laugh out loud,0
19534, @USER no time to play wit bitches,0
19535, @USER so all my real fans who can wait and not want me to put out trash like other rappers signedtothestreets igo,1
19536, @USER seem like dese bitches are not loyal,0
19537, @USER these bitches are not my bitches,0
19538, @USER people need to mind they business bitch this the internet stop posting shit then,0
19539, @USER a bitch get followers she is a boss and sta ing up a boutique and wearing shades in public,0
19540, @USER a good woman comes around every bitches a good man comes aroundwell you get the point,0
19541, @USER come this fall i am cuffin side bitches you all had you all time the whole summer,0
19542, @USER its some good side bitches out here do not let nobody tell you different,0
19543, @USER man these hoes be photoshopping @USER @USER damn you suppose to be that nigga how you get catfished,0
19544, @USER most of worried about looking like a hoe gon regret it when you get older cuz you missing out on a lot of fun,0
19545, @USER one good woman is wo h a thousand bad bitchesbut i still want to fuck a thousand bitches,0
19546, @USER real bitches text you can you talk before they call,0
19547, @USER regular bitches be trusting niggaz and letting them raw these hoes know better,0
19548, @USER stop nuttin in these hoes,0
19549, @USER this bitch is pregnant dancing her hea out for me and i am on instagram i am an asshole HTTPURL,0
19550, @USER why black women say i am gon get me a white man like white guys not dogging bitches too you all so dumb,0
19551, @USER bitch you tweaking hoe tweaking hoe ,0
19552, @USER no hoes no baes no dipssidelines no nothing ,0
19553, @USER damn i are not got no bitches HTTPURL,0
19554, @USER too bad i am a bitch ,0
19555, @USER @USER and i am not stuck up you niggas just love assuming bitches want you all when we just being nice ,0
19556, @USER no teabaggers is not about benghazi its about those planes and those towers stop watching fox news,1
19557, @USER i have always wanted to do a youtube cover but i am too pussy so umm okay how about this s and i will post a cover,0
19558, @USER you are jealous bitch,0
19559, @USER hos will literally do anything to say they got a nigga dawg ,0
19560, @USER all my bitches bigger than me they where sizes so i cannot fit they shit id looked dumb af,0
19561, @USER my friends are all dumb hoes who i do not even like HTTPURL,0
19562, @USER you all females really be cool with cuffin hoe ass niggas nope could not be me,0
19563, @USER twitter should dump the little blue bird mascot and just officially change it to a set of boobs,0
19564, @USER never go full retard HTTPURL,0
19565, @USER the nicer you are the easier you are hu so just be a bitch,0
19566, @USER i am not shy or quiet i am just chilling bitch,0
19567, @USER you are such a bitch me HTTPURL,0
19568, @USER i am such a sarcastic bitch its beautiful,0
19569, @USER once i take my bra off do not ask me to do shit for you bitch because once that bra comes off i am clocked out of life i am do,0
19570, @USER when other girls wear beanies they look cute stylish but when i wear them i look like a member of a drug ca el who sel,1
19571, @USER school is so pointless i am just trying to pass the class and get out this bitch,0
19572, @USER @USER white twitter when they get in an argument HTTPURL i would have bitch slapped her into ,0
19573, @USER fuck a closed casket bitch put me with the trees let me rot throw some seeds water me and give me leaves,0
19574, @USER smoke sum bitch,0
19575, @USER @USER no i want billion dollars bad hoes from da islands and a fine ass genie bitch but datz none of,0
19576, @USER i am so pleased and proud to have been announced the sole curator of the soundtrack for mockingjay pa ,1
19577, @USER ion even ask lightskin bitches for nudes nomo fuck you all ,0
19578, @USER dc fri bengali harlem lost histories south asian am readingconvo @USER th st cc @USER @USER,1
19579, @USER in dc fri bengali harlem readingconvo @USER th st @USER @USER @USER HTTPURL,1
19580, @USER its to the point that i do not enjoy watching harden anymore he constantly does that and it pisses me off stop being a bitch,0
19581, @USER laughing my ass offo @USER white people laughing my ass offo @USER filth @USER when she says come get this pussy HTTPURL,0
19582, @USER stevie j proved that you can turn a hoe into a housewife ,0
19583, @USER you mine meaning respect the fact that i do not want you talkingchilling or anything with a bitch that use to like you,0
19584, @USER when a bitch trying to fli with my niga i be like HTTPURL,0
19585, @USER falling in love is easy its falling out of love that is a bitch,0
19586, @USER @USER i am queer as a three dollar bill and my first response to her coming out was sarcastic wow really never,0
19587, @USER what gerry sends me that damn jig a boo HTTPURL,0
19588, @USER do not play games with a girl who can play better bitch,0
19589, @USER i do not know a bitch in the world that claim they too busy for a nigga they really fuck with,0
19590, @USER attack animals last house on the left by the lake and she got colored eyeswe should have known laugh out loud,1
19591, @USER i hate when i lose something and my mom says well i guess it was not that impo ant like bitch you lost me in a grocery st,0
19592, @USER there was a fly that was banging into all the windows and i called it retarded but then i thought to myself umm i am talki,1
19593, @USER great pussy will have you doing shit you would think you would never do,0
19594, @USER you all ever was in the car with ya moma before and you singing every song come in and she be like bitch you know that sch,0
19595, @USER true life i am an emotional clingy bitch,0
19596, @USER i have zero hoes ,0
19597, @USER @USER freeze bitch i am going to steal your hea HTTPURL,0
19598, @USER mansion elan tonight bitch ,0
19599, @USER i am such a bitch laughing my ass off i really just say what is on my mind though cannot help it,0
19600, @USER luckily for my friends i am a yellow belt in karate which is unfo unate for the bonner dudes lookout,1
19601, @USER laugh out loud why they tryna make mimi out b this bad bitch she is so weak it makes me mad and she fucks like a th grader ,0
19602, @USER jackie weird like bitch hang with people ya age,0
19603, @USER you can ride for a nigga ya whole life new pussy fuck it up in one night,0
19604, @USER @USER bitch please i do not even make my own food ,0
19605, @USER hoes be calling hoes hoes when they know they just as much of a hoe as the other hoe they calling a hoe,0
19606, @USER myspace died a couple of years ago facebook in the hospital twitter at the strip club throwing ones at the big booty hoe,0
19607, @USER ratchet bitches be like my name is shaniqua asofathairsoreal brown get claps it claps right claps,0
